label,seed,trigger_strategy,event_driven_freq,controller_freq,periodic_freq,threshold_confidence,TED_combined,TED_passenger,TED_freight,delay_ratio,n_delay_gt3min,n_delay_gt5min,max_end_delay,n_rescheduled,n_evaluated,n_skipped_no_improvement,total_solve_time_s,mean_solve_time_s,trigger_rate_pct,trigger_rate_mc_pct,n_platform_switches,n_fcfs_fallback,deadlock
H_1800_900_7200_c08,7,hybrid,1800.0,900.0,7200.0,0.8,40479.79999999997,35944.799999999996,4534.999999999969,0.7126281054637822,52,13,1439.0999999999913,24,63,7,1.6295857429504395,0.06789940595626831,0.2202845341899954,38.095238095238095,15,0,False
H_1800_900_7200_c08,8,hybrid,1800.0,900.0,7200.0,0.8,41137.399999999936,36244.499999999956,4892.899999999978,0.7625107197014633,57,12,1633.0,20,67,7,1.5288710594177246,0.07644355297088623,0.1836715951878042,29.850746268656714,12,0,False
H_1800_900_7200_c08,9,hybrid,1800.0,900.0,7200.0,0.8,41165.89999999998,37218.19999999998,3947.699999999997,0.5991154274574749,55,12,597.0,19,66,9,1.1707470417022705,0.06161826535275108,0.17424798239178285,28.78787878787879,13,0,False
H_1800_900_7200_c08,10,hybrid,1800.0,900.0,7200.0,0.8,37452.99999999995,33512.49999999997,3940.499999999977,0.6641500834115497,43,4,1426.0999999999913,25,63,5,1.456127643585205,0.0582451057434082,0.2299484915378955,39.682539682539684,13,0,False
H_1800_900_7200_c08,11,hybrid,1800.0,900.0,7200.0,0.8,40559.59999999998,37969.099999999984,2590.4999999999964,0.3853674420793469,58,8,522.0,24,64,6,1.6010918617248535,0.06671216090520223,0.22022389429253073,37.5,13,0,False
H_1800_900_7200_c08,12,hybrid,1800.0,900.0,7200.0,0.8,46250.299999999974,39148.799999999974,7101.5,1.024597669169151,52,13,1633.0,24,64,5,1.6324334144592285,0.06801805893580119,0.219921194905159,37.5,12,0,False
H_1800_900_7200_c08,13,hybrid,1800.0,900.0,7200.0,0.8,42239.59999999996,37628.599999999984,4610.999999999976,0.6921477134559704,54,10,1633.0,22,67,5,1.3807084560394287,0.06275947527451949,0.2014652014652015,32.83582089552239,12,0,False
H_1800_900_7200_c08,14,hybrid,1800.0,900.0,7200.0,0.8,40587.99999999997,36076.19999999998,4511.79999999999,0.7064001465518243,57,13,1442.699999999997,20,65,6,1.2397844791412354,0.061989223957061766,0.18395879323031641,30.76923076923077,12,0,False
H_1800_900_7200_c08,15,hybrid,1800.0,900.0,7200.0,0.8,40507.050246089224,37607.85024608924,2899.1999999999844,0.43543305431567136,58,7,575.0,22,67,5,1.4361317157745361,0.065278714353388,0.2021687189854806,32.83582089552239,13,0,False
H_1800_900_7200_c08,16,hybrid,1800.0,900.0,7200.0,0.8,41355.599999999955,37343.19999999997,4012.399999999985,0.6068961994110331,64,10,382.6999999999971,23,66,5,1.5612316131591797,0.06787963535474695,0.2110091743119266,34.84848484848485,12,0,False
H_1800_900_7200_c08,17,hybrid,1800.0,900.0,7200.0,0.8,40159.09999999999,37640.09999999999,2518.9999999999964,0.37800637623698624,57,8,707.0,18,68,6,1.2546899318695068,0.0697049962149726,0.1647295689576279,26.47058823529412,10,0,False
H_1800_900_7200_c08,18,hybrid,1800.0,900.0,7200.0,0.8,39506.19999999999,34797.39999999999,4708.800000000006,0.76433751492233,46,13,1574.0,22,66,6,1.4296295642852783,0.0649831620129672,0.20174232003668044,33.33333333333333,15,0,False
H_1800_900_7200_c08,19,hybrid,1800.0,900.0,7200.0,0.8,40064.79999999996,37205.29999999999,2859.499999999974,0.4341172235800114,56,11,611.0,19,67,5,1.278684139251709,0.06729916522377416,0.1742639640465927,28.35820895522388,9,0,False
H_1800_900_7200_c08,20,hybrid,1800.0,900.0,7200.0,0.8,41877.899999999965,39026.699999999975,2851.1999999999935,0.4126554440877705,58,8,533.0,22,66,4,1.3568906784057617,0.06167684901844372,0.20174232003668044,33.33333333333333,12,0,False
H_1800_900_7200_c08,21,hybrid,1800.0,900.0,7200.0,0.8,44703.89999999993,39330.49999999996,5373.399999999963,0.7716874371607929,60,16,1433.5999999999913,20,63,11,1.5437376499176025,0.07718688249588013,0.18343575162799228,31.746031746031743,14,0,False
H_1800_900_7200_c08,22,hybrid,1800.0,900.0,7200.0,0.8,38808.2,35258.2,3549.999999999998,0.5687087926113172,57,6,409.0,17,66,9,1.492194652557373,0.08777615603278666,0.15612085590963357,25.757575757575758,10,0,False
H_1800_900_7200_c08,23,hybrid,1800.0,900.0,7200.0,0.8,42357.7,35970.7,6387.000000000001,1.0029279935620377,58,7,1421.8999999999942,24,66,4,1.765866756439209,0.07357778151830037,0.2206287920573635,36.36363636363637,12,0,False
H_1800_900_7200_c08,24,hybrid,1800.0,900.0,7200.0,0.8,41873.099999999955,36101.29999999998,5771.799999999974,0.9030465951075423,54,16,1449.0,20,67,6,1.27634596824646,0.063817298412323,0.18368846436443792,29.850746268656714,11,0,False
H_1800_900_7200_c08,25,hybrid,1800.0,900.0,7200.0,0.8,41762.49999999996,38115.49999999998,3646.9999999999886,0.5404504325415752,68,14,611.0,23,65,5,1.4692740440368652,0.06388148017551588,0.2108737508022371,35.38461538461539,11,0,False
H_1800_900_7200_c08,26,hybrid,1800.0,900.0,7200.0,0.8,46418.99999999996,39754.89999999999,6664.099999999975,0.946831213756797,72,16,747.0,20,63,9,1.4599049091339111,0.07299524545669556,0.18299935950224175,31.746031746031743,10,0,False
H_1800_900_7200_c08,27,hybrid,1800.0,900.0,7200.0,0.8,38435.69999999996,35648.49999999999,2787.199999999969,0.4416198637890947,56,8,454.0,19,67,7,1.2432451248168945,0.06543395393773128,0.17460025730564235,28.35820895522388,11,0,False
H_1800_900_7200_c08,28,hybrid,1800.0,900.0,7200.0,0.8,39271.999999999956,36080.19999999997,3191.799999999989,0.49967596607581843,55,11,507.0,18,68,8,1.141709566116333,0.06342830922868517,0.16539557107415234,26.47058823529412,11,0,False
