seed,label,RESCHEDULING_HORIZON,CONFLICT_WINDOW,TED_combined,TED_passenger,TED_freight,delay_ratio,n_platform_switches,n_rescheduled,n_evaluated,n_skipped_no_improvement,total_steps,total_solve_time_s,mean_solve_time_s,trigger_rate_pct,trigger_rate_mc_pct,deadlock
6,RW1800_CW1200,1800,1200,41003.399999999994,38177.2,2826.2,0.4181388742121326,126,94,0,0,10882,1.6610946655273438,0.0176712198460355,0.863811799301599,9400.0,False
7,RW1800_CW1200,1800,1200,38718.70000000001,35707.10000000002,3011.5999999999904,0.4763919731419174,168,94,0,0,10878,1.6363866329193115,0.0174083684353118,0.8641294355580069,9400.0,False
8,RW1800_CW1200,1800,1200,39156.10000000002,36113.399999999994,3042.7000000000226,0.4758964694667267,140,93,0,0,10873,1.760453224182129,0.0189296045610981,0.8553297158098041,9300.0,False
9,RW1800_CW1200,1800,1200,35879.00000000002,34309.30000000001,1569.700000000011,0.2584202412295687,158,94,0,0,10868,1.6235618591308594,0.0172719346716048,0.8649245491350755,9400.0,False
10,RW1800_CW1200,1800,1200,36012.399999999994,34818.299999999996,1194.1000000000004,0.1937112582549034,152,94,0,0,10857,1.6400628089904783,0.017447476691388,0.8658008658008658,9400.0,False
11,RW1800_CW1200,1800,1200,40697.999999999985,38873.2,1824.7999999999784,0.2651469929903369,100,94,0,0,10907,1.8106176853179932,0.0192618902693403,0.861831851104795,9400.0,False
12,RW1800_CW1200,1800,1200,45770.59999999997,39387.19999999998,6383.39999999999,0.9154163766931356,127,94,0,0,10907,1.709434986114502,0.0181854785756861,0.861831851104795,9400.0,False
13,RW1800_CW1200,1800,1200,40452.19999999998,37996.19999999999,2455.999999999996,0.3650983953224698,133,94,0,0,10877,1.7010293006896973,0.0180960563903159,0.8642088811253102,9400.0,False
14,RW1800_CW1200,1800,1200,40477.5,37945.0,2532.499999999998,0.3769785360245234,138,94,0,0,10890,1.7015032768249512,0.0181010986896271,0.8631772268135905,9400.0,False
15,RW1800_CW1200,1800,1200,40789.69999999999,38905.69999999998,1884.0000000000095,0.273520191270034,116,93,0,0,10881,1.9137296676635744,0.0205777383619739,0.8547008547008548,9300.0,False
16,RW1800_CW1200,1800,1200,39149.99999999999,37299.29999999999,1850.7000000000023,0.2802573880905114,115,94,0,0,10884,1.6809649467468262,0.0178826058164555,0.8636530687247336,9400.0,False
17,RW1800_CW1200,1800,1200,39260.90000000002,38280.80000000001,980.100000000014,0.1446142570309274,121,93,0,0,10876,1.7335498332977295,0.0186403207881476,0.8550937844795881,9300.0,False
18,RW1800_CW1200,1800,1200,42249.89999999998,38446.29999999999,3803.599999999994,0.5588072279951596,122,94,0,0,10891,1.743260383605957,0.0185453232298506,0.8630979708015792,9400.0,False
19,RW1800_CW1200,1800,1200,41813.899999999994,39059.19999999999,2754.7000000000025,0.3983572189321415,132,94,0,0,10896,1.716665506362915,0.0182623990038608,0.8627019089574155,9400.0,False
20,RW1800_CW1200,1800,1200,41044.79999999999,39736.69999999999,1308.1000000000022,0.1859391643294185,119,94,0,0,10901,1.8752210140228271,0.019949159723647,0.8623062104394094,9400.0,False
21,RW1800_CW1200,1800,1200,40821.29999999997,38384.59999999997,2436.6999999999985,0.3585640715687662,150,94,0,0,10883,1.8056092262268064,0.0192086087896468,0.8637324267205734,9400.0,False
22,RW1800_CW1200,1800,1200,43015.79999999997,38451.29999999998,4564.4999999999845,0.6705079177791394,128,94,0,0,10862,1.6725823879241943,0.017793429658768,0.8654023200147302,9400.0,False
23,RW1800_CW1200,1800,1200,40579.70000000001,36813.8,3765.900000000013,0.5778030921156616,126,94,0,0,10873,1.7169499397277832,0.018265424890721,0.864526809528189,9400.0,False
24,RW1800_CW1200,1800,1200,38143.29999999998,35696.79999999999,2446.4999999999936,0.387112915098616,171,94,0,0,10871,1.7067954540252686,0.0181573984470773,0.8646858614662865,9400.0,False
0,RW1800_CW1800,1800,1800,39458.399999999994,38431.7,1026.6999999999962,0.1508952931398459,131,94,0,0,10901,2.0171468257904053,0.0214590087850043,0.8623062104394094,9400.0,False
1,RW1800_CW1800,1800,1800,41316.39999999998,37526.399999999994,3789.9999999999854,0.5704584704968414,169,94,0,0,10897,2.050891399383545,0.0218179936104632,0.8626227402037258,9400.0,False
2,RW1800_CW1800,1800,1800,40320.99999999999,37760.89999999999,2560.1000000000076,0.3829449259669421,156,93,0,0,10864,2.0071513652801514,0.0215822727449478,0.856038291605302,9300.0,False
3,RW1800_CW1800,1800,1800,38465.80000000001,37535.100000000006,930.7000000000012,0.140053466731696,149,93,0,0,10897,2.0193586349487305,0.0217135337091261,0.853445902541984,9300.0,False
4,RW1800_CW1800,1800,1800,39511.600000000006,38545.40000000001,966.199999999998,0.1415846602353938,131,94,0,0,10896,2.147667407989502,0.0228475256169095,0.8627019089574155,9400.0,False
5,RW1800_CW1800,1800,1800,40436.399999999994,38390.79999999999,2045.6000000000067,0.3009645053468063,168,94,0,0,10913,1.9265506267547607,0.0204952194335612,0.8613580133785393,9400.0,False
6,RW1800_CW1800,1800,1800,37802.39999999998,35254.19999999999,2548.1999999999925,0.4082670907389654,164,94,0,0,10874,1.923722267150879,0.020465130501605,0.8644473054993563,9400.0,False
7,RW1800_CW1800,1800,1800,38725.399999999994,35667.600000000006,3057.7999999999893,0.4842358238381502,168,94,0,0,10876,1.979787826538086,0.0210615726227455,0.8642883413019492,9400.0,False
8,RW1800_CW1800,1800,1800,37542.500000000015,35407.4,2135.1000000000113,0.3406009931369055,157,93,0,0,10859,2.035149574279785,0.0218833287556966,0.856432452343678,9300.0,False
9,RW1800_CW1800,1800,1800,38467.40000000003,36683.80000000002,1783.6000000000124,0.2746280374443233,174,94,0,0,10868,1.9512732028961184,0.0207582255627246,0.8649245491350755,9400.0,False
10,RW1800_CW1800,1800,1800,35620.400000000016,33248.70000000002,2371.699999999999,0.4029088537114411,173,94,0,0,10844,1.9215054512023928,0.0204415473532169,0.866838804869052,9400.0,False
11,RW1800_CW1800,1800,1800,38072.59999999998,35804.89999999999,2267.6999999999925,0.3577378245147171,144,94,0,0,10883,2.0130374431610107,0.0214152919485213,0.8637324267205734,9400.0,False
12,RW1800_CW1800,1800,1800,42739.69999999997,38957.599999999984,3782.0999999999863,0.548355924626535,158,94,0,0,10891,1.953850269317627,0.0207856411629534,0.8630979708015792,9400.0,False
13,RW1800_CW1800,1800,1800,40004.59999999998,37471.399999999994,2533.1999999999857,0.3818486738046702,173,94,0,0,10885,1.9535999298095703,0.0207829779766975,0.8635737253100597,9400.0,False
14,RW1800_CW1800,1800,1800,38618.49999999999,35950.59999999999,2667.900000000003,0.4191651144247212,178,94,0,0,10895,2.0413358211517334,0.0217163385228907,0.8627810922441488,9400.0,False
15,RW1800_CW1800,1800,1800,40152.49999999999,38253.3,1899.199999999993,0.2804293864986657,152,93,0,0,10881,2.0377068519592285,0.0219108263651529,0.8547008547008548,9300.0,False
16,RW1800_CW1800,1800,1800,40029.59999999996,36468.19999999998,3561.3999999999833,0.5516049478844439,156,94,0,0,10884,1.9771065711975095,0.0210330486297607,0.8636530687247336,9400.0,False
17,RW1800_CW1800,1800,1800,41028.00000000005,39882.20000000003,1145.8000000000202,0.1622749326436713,150,93,0,0,10899,1.978419303894043,0.021273325848323,0.853289292595651,9300.0,False
18,RW1800_CW1800,1800,1800,41846.69999999999,38990.600000000006,2856.099999999985,0.4137473427661297,146,93,0,0,10882,1.9313199520111084,0.0207668812044205,0.8546223120749862,9300.0,False
