seed,label,RESCHEDULING_HORIZON,CONFLICT_WINDOW,RETRACK_CONFLICT_WINDOW,SWITCH_PENALTY,min_objective_improvement,TED_combined,TED_passenger,TED_freight,delay_ratio,n_platform_switches,n_rescheduled,n_evaluated,n_skipped_no_improvement,total_steps,total_solve_time_s,mean_solve_time_s,trigger_rate_pct,trigger_rate_mc_pct,deadlock,switch_penalty,min_obj_improvement
17,SP0_MOI300,3600,1200,900,0.0,300.0,37498.400000000016,35719.50000000001,1778.9000000000078,0.2812988072972127,53,15,0,79,10897,0.9884672164916992,0.0658978144327799,0.1376525649261264,1500.0,False,0,300
18,SP0_MOI300,3600,1200,900,0.0,300.0,41281.99999999995,38580.499999999985,2701.4999999999745,0.3955112551164925,66,20,0,74,10907,1.2975783348083496,0.0648789167404174,0.183368478958467,2000.0,False,0,300
19,SP0_MOI300,3600,1200,900,0.0,300.0,39540.09999999998,37812.29999999999,1727.799999999986,0.2580964918299575,46,13,0,81,10915,0.931178331375122,0.0716291024134709,0.119102153000458,1300.0,False,0,300
20,SP0_MOI300,3600,1200,900,0.0,300.0,41238.29999999998,39154.39999999998,2083.899999999999,0.3006201091065117,51,17,0,76,10901,1.100752592086792,0.0647501524756936,0.1559489955049995,1700.0,False,0,300
21,SP0_MOI300,3600,1200,900,0.0,300.0,38024.29999999995,36698.09999999997,1326.1999999999855,0.2041207570976121,55,16,0,78,10901,1.0929865837097168,0.0683116614818573,0.146775525181176,1600.0,False,0,300
22,SP0_MOI300,3600,1200,900,0.0,300.0,37603.79999999998,35712.39999999999,1891.399999999995,0.2991479796287083,51,15,0,79,10874,0.9889850616455078,0.0659323374430338,0.1379437189626632,1500.0,False,0,300
23,SP0_MOI300,3600,1200,900,0.0,300.0,39521.09999999993,35785.59999999996,3735.4999999999745,0.5896063663154303,52,19,0,75,10866,1.2717819213867188,0.0669358905993009,0.1748573532118534,1900.0,False,0,300
24,SP0_MOI300,3600,1200,900,0.0,300.0,38366.99999999996,35228.99999999998,3137.9999999999836,0.503123207372545,54,13,0,81,10877,0.7818784713745117,0.0601444977980393,0.1195182495173301,1300.0,False,0,300
0,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,36451.199999999975,35383.999999999985,1067.1999999999907,0.1703572484490399,20,94,0,0,10869,4.397568702697754,0.0467826457733803,0.8648449719385408,9400.0,False,60,-10000
1,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,41163.79999999999,39808.99999999999,1354.7999999999993,0.1922275569139343,21,94,0,0,10882,4.480504274368286,0.0476649390890243,0.863811799301599,9400.0,False,60,-10000
2,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,42641.09999999999,38941.2,3699.899999999984,0.5366639000271223,20,93,0,0,10900,4.460956811904907,0.0479672775473645,0.8532110091743119,9300.0,False,60,-10000
3,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,35181.899999999994,34075.49999999999,1106.3999999999996,0.1833967590713639,20,93,0,0,10876,4.291813135147095,0.046148528334915,0.8550937844795881,9300.0,False,60,-10000
4,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,42275.79999999998,38488.3,3787.49999999998,0.5558346788019152,22,94,0,0,10883,4.479730129241943,0.0476567035025738,0.8637324267205734,9400.0,False,60,-10000
5,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,38438.50000000001,36782.8,1655.700000000009,0.2542486114209868,21,94,0,0,10895,4.315143585205078,0.0459057828213306,0.8627810922441488,9400.0,False,60,-10000
6,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,39254.5,35798.8,3455.6999999999944,0.5452419855193124,23,94,0,0,10879,4.286591291427612,0.0456020350151873,0.8640500045960107,9400.0,False,60,-10000
7,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,40279.2,37287.20000000001,2991.9999999999845,0.4532351083446341,19,94,0,0,10895,4.908037185668945,0.0522131615496696,0.8627810922441488,9400.0,False,60,-10000
8,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,37438.19999999998,36070.2,1367.999999999988,0.2142196343503775,19,93,0,0,10869,4.680920124053955,0.050332474452193,0.8556444935136628,9300.0,False,60,-10000
9,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,36702.70000000002,34845.3,1857.400000000015,0.3010807297296461,23,94,0,0,10863,4.383831977844238,0.0466365104025982,0.8653226548835496,9400.0,False,60,-10000
10,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,36433.7,35156.20000000001,1277.4999999999825,0.2052488389180038,19,94,0,0,10877,4.419658899307251,0.0470176478649707,0.8642088811253102,9400.0,False,60,-10000
11,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,39441.0,37035.6,2405.3999999999996,0.366850950300388,19,94,0,0,10885,4.664969444274902,0.0496273345135627,0.8635737253100597,9400.0,False,60,-10000
12,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,45286.099999999984,39541.499999999985,5744.600000000001,0.8205940816388072,20,94,0,0,10894,4.574066877365112,0.048660285929416,0.8628602900679273,9400.0,False,60,-10000
13,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,43316.899999999965,37744.59999999997,5572.299999999993,0.833875836281478,19,94,0,0,10895,4.43050217628479,0.0471330018753701,0.8627810922441488,9400.0,False,60,-10000
14,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,39262.29999999998,34663.29999999999,4598.999999999993,0.7494026601843794,20,94,0,0,10869,5.0160627365112305,0.0533623695373535,0.8648449719385408,9400.0,False,60,-10000
15,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,40169.099999999984,38850.899999999994,1318.1999999999866,0.1916469668104746,19,93,0,0,10891,4.453674554824829,0.0478889737077938,0.8539160774951794,9300.0,False,60,-10000
16,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,41515.20000000004,39411.50000000003,2103.7000000000107,0.3014967043283664,19,94,0,0,10899,4.599201917648315,0.048927679974982,0.8624644462794752,9400.0,False,60,-10000
17,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,41283.70000000005,40070.90000000003,1212.8000000000147,0.1709550042330209,18,93,0,0,10899,4.655790567398071,0.0500622641655706,0.853289292595651,9300.0,False,60,-10000
18,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,42475.000000000015,38823.50000000002,3651.4999999999927,0.5312492702604349,20,95,0,0,10874,4.313058853149414,0.0454006195068359,0.8736435534302004,9500.0,False,60,-10000
19,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,42067.199999999975,39262.099999999984,2805.0999999999894,0.403549255103297,22,94,0,0,10887,4.4055328369140625,0.0468673706054687,0.8634150822081382,9400.0,False,60,-10000
20,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,41364.8,39652.000000000015,1712.7999999999893,0.2439850878466821,18,94,0,0,10888,4.613174915313721,0.0490763288863161,0.8633357825128581,9400.0,False,60,-10000
21,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,41934.19999999999,39532.19999999999,2401.9999999999995,0.3431972078290775,18,94,0,0,10867,4.459917783737183,0.0474459338695444,0.8650041409772706,9400.0,False,60,-10000
22,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,36187.7,34646.9,1540.8000000000038,0.2511907333637422,21,94,0,0,10854,4.505768060684204,0.0479337027732362,0.8660401695227566,9400.0,False,60,-10000
23,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,39930.8,38361.39999999999,1569.400000000012,0.2310792379038082,21,94,0,0,10872,4.677855014801025,0.0497644150510747,0.8646063281824872,9400.0,False,60,-10000
24,SP60_MOI-10000,3600,1200,900,60.0,-10000.0,38592.10000000001,35647.70000000001,2944.4000000000005,0.4665379980589657,20,94,0,0,10865,4.452070236206055,0.047362449321341,0.8651633686148182,9400.0,False,60,-10000
0,SP60_MOI60,3600,1200,900,60.0,60.0,38989.79999999998,35979.7,3010.099999999985,0.4725471111961248,20,46,0,48,10886,3.0860345363616943,0.0670877073122107,0.4225610876354951,4600.0,False,60,60
1,SP60_MOI60,3600,1200,900,60.0,60.0,38972.09999999999,37674.29999999999,1297.7999999999993,0.1945737749402316,18,40,0,54,10901,2.8357293605804443,0.0708932340145111,0.3669388129529401,4000.0,False,60,60
2,SP60_MOI60,3600,1200,900,60.0,60.0,44376.79999999999,40021.39999999999,4355.4,0.6146919090594226,19,40,0,53,10892,2.5356314182281494,0.0633907854557037,0.3672420124862284,4000.0,False,60,60
3,SP60_MOI60,3600,1200,900,60.0,60.0,36836.9,35545.299999999996,1291.600000000004,0.2052426337381035,18,44,0,49,10887,2.7115957736968994,0.0616271766749295,0.4041517406080646,4400.0,False,60,60
4,SP60_MOI60,3600,1200,900,60.0,60.0,38615.49999999997,37175.49999999999,1439.999999999979,0.2187899658007628,18,39,0,55,10886,2.4453465938568115,0.0627011947142772,0.3582583134300937,3900.0,False,60,60
5,SP60_MOI60,3600,1200,900,60.0,60.0,39147.49999999998,37568.99999999998,1578.4999999999982,0.2373212775672248,21,52,0,42,10904,2.918123483657837,0.0561177593011122,0.4768892149669846,5200.0,False,60,60
6,SP60_MOI60,3600,1200,900,60.0,60.0,41656.49999999995,36619.49999999998,5036.999999999972,0.7769288835933619,20,49,0,45,10877,2.849802017211914,0.0581592248410594,0.4504918635653213,4900.0,False,60,60
7,SP60_MOI60,3600,1200,900,60.0,60.0,39355.29999999998,36245.8,3109.499999999978,0.4845678520145596,17,43,0,51,10875,2.581850528717041,0.060043035551559,0.3954022988505747,4300.0,False,60,60
8,SP60_MOI60,3600,1200,900,60.0,60.0,39607.69999999999,36464.0,3143.6999999999907,0.486965858844971,20,44,0,49,10887,2.801257610321045,0.0636649456891146,0.4041517406080646,4400.0,False,60,60
9,SP60_MOI60,3600,1200,900,60.0,60.0,38615.2,36145.1,2470.100000000003,0.3859995796551517,24,50,0,44,10878,2.8417463302612305,0.0568349266052246,0.4596433167861738,5000.0,False,60,60
10,SP60_MOI60,3600,1200,900,60.0,60.0,34069.69999999998,32698.999999999985,1370.699999999994,0.2367716322944302,18,49,0,45,10866,2.8238840103149414,0.0576302859247947,0.45094791091478,4900.0,False,60,60
11,SP60_MOI60,3600,1200,900,60.0,60.0,40363.09999999996,38154.69999999998,2208.3999999999833,0.3269274763061875,17,47,0,47,10900,2.9718573093414307,0.0632310065817325,0.4311926605504587,4700.0,False,60,60
12,SP60_MOI60,3600,1200,900,60.0,60.0,42042.000000000015,37518.3,4523.700000000008,0.6810396087149043,18,45,0,49,10883,2.6889166831970215,0.0597537040710449,0.4134889276853809,4500.0,False,60,60
13,SP60_MOI60,3600,1200,900,60.0,60.0,40804.59999999996,36368.59999999996,4436.000000000001,0.6889483761290768,21,46,0,48,10886,2.746986150741577,0.0597170902335125,0.4225610876354951,4600.0,False,60,60
14,SP60_MOI60,3600,1200,900,60.0,60.0,40698.69999999997,36666.8,4031.8999999999737,0.6210956235883378,21,43,0,51,10890,2.6593663692474365,0.0618457295173822,0.3948576675849403,4300.0,False,60,60
15,SP60_MOI60,3600,1200,900,60.0,60.0,40307.899999999965,38881.29999999998,1426.5999999999808,0.2072445741664594,20,48,0,45,10897,2.7786381244659424,0.0578882942597071,0.4404882077636046,4800.0,False,60,60
16,SP60_MOI60,3600,1200,900,60.0,60.0,38977.9,37110.3,1867.5999999999976,0.2842569728205248,20,41,0,53,10887,2.5288164615631104,0.061678450282027,0.3765959401120602,4100.0,False,60,60
17,SP60_MOI60,3600,1200,900,60.0,60.0,40691.60000000002,39256.000000000015,1435.600000000003,0.20656138237145,19,46,0,47,10901,2.833988666534424,0.0616084492724874,0.4219796348958811,4600.0,False,60,60
18,SP60_MOI60,3600,1200,900,60.0,60.0,44711.0,38762.99999999999,5948.000000000011,0.8667129893041219,20,52,0,42,10887,3.6211111545562744,0.069636752972236,0.4776338752640764,5200.0,False,60,60
19,SP60_MOI60,3600,1200,900,60.0,60.0,42587.399999999965,39285.39999999998,3301.999999999987,0.4747528889322008,17,45,0,49,10890,2.9288477897644043,0.0650855064392089,0.4132231404958678,4500.0,False,60,60
20,SP60_MOI60,3600,1200,900,60.0,60.0,42452.09999999999,40521.79999999998,1930.3000000000077,0.269065371893974,18,50,0,44,10905,3.38693904876709,0.0677387809753417,0.4585052728106373,5000.0,False,60,60
21,SP60_MOI60,3600,1200,900,60.0,60.0,42487.40000000001,39701.5,2785.9000000000074,0.3963513433281588,18,48,0,46,10913,3.3884263038635254,0.0705922146638234,0.439842389810318,4800.0,False,60,60
22,SP60_MOI60,3600,1200,900,60.0,60.0,37975.49999999999,36295.3,1680.1999999999998,0.2614762914085415,19,46,0,48,10873,2.793177366256714,0.0607212470925372,0.4230663110457096,4600.0,False,60,60
23,SP60_MOI60,3600,1200,900,60.0,60.0,41591.79999999999,37957.2,3634.5999999999894,0.5408591492812652,21,47,0,47,10877,2.9060001373291016,0.0618297901559383,0.4321044405626551,4700.0,False,60,60
24,SP60_MOI60,3600,1200,900,60.0,60.0,38091.29999999995,34850.29999999997,3240.9999999999836,0.5252840776781725,19,42,0,52,10864,2.611603021621704,0.0621810243243262,0.3865979381443299,4200.0,False,60,60
0,SP60_MOI120,3600,1200,900,60.0,120.0,36846.69999999998,34158.99999999999,2687.6999999999907,0.4444238626796649,20,33,0,61,10865,2.077225923538208,0.0629462401072184,0.3037275655775425,3300.0,False,60,120
1,SP60_MOI120,3600,1200,900,60.0,120.0,36785.399999999965,35210.19999999996,1575.200000000008,0.252690513444501,16,29,0,65,10879,1.7608740329742432,0.0607197942404911,0.2665686184391947,2900.0,False,60,120
2,SP60_MOI120,3600,1200,900,60.0,120.0,36459.49999999999,35662.2,797.2999999999938,0.1155111948599161,15,28,0,47,8475,182.21676325798035,6.507741544927869,0.3303834808259587,2800.0,True,60,120
3,SP60_MOI120,3600,1200,900,60.0,120.0,44349.3,42558.3,1790.999999999991,0.2377021122130759,17,30,0,63,10927,3.1021203994750977,0.1034040133158365,0.2745492815960465,3000.0,False,60,120
4,SP60_MOI120,3600,1200,900,60.0,120.0,39695.59999999994,38590.599999999955,1104.9999999999827,0.1617344268145217,18,34,0,60,10888,2.2596888542175293,0.0664614368887508,0.3122703894195444,3400.0,False,60,120
5,SP60_MOI120,3600,1200,900,60.0,120.0,37999.40000000001,36566.0,1433.400000000007,0.2214173618319556,18,32,0,62,10891,1.8746414184570312,0.0585825443267822,0.2938205858047929,3200.0,False,60,120
6,SP60_MOI120,3600,1200,900,60.0,120.0,33155.79999999998,31923.199999999983,1232.5999999999997,0.2005302645704529,17,29,0,46,8411,132.42132925987244,4.566252733099049,0.3447865889906075,2900.0,True,60,120
7,SP60_MOI120,3600,1200,900,60.0,120.0,39911.399999999994,37085.70000000001,2825.699999999986,0.4303693135830568,18,34,0,60,10893,2.1750051975250244,0.0639707411036771,0.312127054071422,3400.0,False,60,120
8,SP60_MOI120,3600,1200,900,60.0,120.0,36642.8,33385.299999999996,3257.500000000008,0.5511259594643614,18,30,0,63,10873,1.7908210754394531,0.0596940358479817,0.2759128115515497,3000.0,False,60,120
9,SP60_MOI120,3600,1200,900,60.0,120.0,36628.199999999975,33974.099999999984,2654.0999999999904,0.44125643092503,20,34,0,60,10865,1.9238946437835691,0.0565851365818696,0.3129314312011045,3400.0,False,60,120
10,SP60_MOI120,3600,1200,900,60.0,120.0,34564.899999999994,33075.79999999999,1489.1000000000026,0.2542934846492135,19,35,0,59,10874,2.046377420425415,0.058467926297869,0.3218686775795475,3500.0,False,60,120
11,SP60_MOI120,3600,1200,900,60.0,120.0,40507.19999999997,38055.39999999999,2451.7999999999847,0.3639070558036044,19,30,0,64,10892,2.0051639080047607,0.066838796933492,0.2754315093646713,3000.0,False,60,120
12,SP60_MOI120,3600,1200,900,60.0,120.0,45938.39999999998,40014.999999999985,5923.399999999998,0.8361226078682032,19,30,0,64,10910,1.851128339767456,0.0617042779922485,0.2749770852428964,3000.0,False,60,120
13,SP60_MOI120,3600,1200,900,60.0,120.0,38044.09999999996,35985.49999999998,2058.599999999985,0.3231217213404462,18,30,0,64,10881,1.873819351196289,0.0624606450398763,0.2757099531293079,3000.0,False,60,120
14,SP60_MOI120,3600,1200,900,60.0,120.0,38973.49999999996,34352.799999999974,4620.699999999992,0.7597441390960397,17,31,0,63,10881,1.8390867710113523,0.0593253797100436,0.2849002849002849,3100.0,False,60,120
15,SP60_MOI120,3600,1200,900,60.0,120.0,38895.29999999998,37672.99999999999,1222.2999999999888,0.1832606965142186,19,35,0,59,10883,2.1732304096221924,0.0620922974177769,0.3216024993108518,3500.0,False,60,120
16,SP60_MOI120,3600,1200,900,60.0,120.0,36910.7,34654.999999999985,2255.700000000018,0.3676521948690497,20,29,0,65,10877,1.7586653232574463,0.0606436318364636,0.2666176335386595,2900.0,False,60,120
17,SP60_MOI120,3600,1200,900,60.0,120.0,38922.49999999999,37507.8,1414.6999999999944,0.2130416360576479,19,32,0,61,10892,2.13906192779541,0.0668456852436065,0.2937936099889827,3200.0,False,60,120
18,SP60_MOI120,3600,1200,900,60.0,120.0,42210.19999999997,37302.49999999997,4907.699999999998,0.7431248678939856,17,27,0,67,10888,1.637211561203003,0.0606374652297408,0.2479794268919912,2700.0,False,60,120
19,SP60_MOI120,3600,1200,900,60.0,120.0,40181.69999999998,38311.7,1869.9999999999795,0.275696917192854,17,30,0,64,10881,1.9217162132263184,0.0640572071075439,0.2757099531293079,3000.0,False,60,120
20,SP60_MOI120,3600,1200,900,60.0,120.0,40607.79999999996,38817.699999999975,1790.099999999985,0.260476903209469,18,37,0,57,10893,2.532221555709839,0.0684384204245902,0.3396676764894886,3700.0,False,60,120
21,SP60_MOI120,3600,1200,900,60.0,120.0,40198.09999999994,39131.09999999996,1066.9999999999768,0.1540153792965463,19,32,0,62,10898,2.1221773624420166,0.066318042576313,0.2936318590567076,3200.0,False,60,120
22,SP60_MOI120,3600,1200,900,60.0,120.0,37816.89999999997,36228.89999999998,1587.9999999999918,0.2475808654853549,18,28,0,66,10875,1.862454175949097,0.0665162205696106,0.2574712643678161,2800.0,False,60,120
23,SP60_MOI120,3600,1200,900,60.0,120.0,37481.399999999965,33798.29999999999,3683.099999999975,0.6155174655542976,22,33,0,61,10861,2.056110382080078,0.0623063752145478,0.3038394254672682,3300.0,False,60,120
24,SP60_MOI120,3600,1200,900,60.0,120.0,37663.49999999997,34732.79999999999,2930.6999999999807,0.4765991850879881,16,28,0,66,10870,1.6050338745117188,0.0573226383754185,0.2575896964121435,2800.0,False,60,120
0,SP60_MOI180,3600,1200,900,60.0,180.0,40646.600000000006,37111.3,3535.300000000002,0.5380737829830158,20,27,0,67,10894,1.7672717571258545,0.0654545095231798,0.2478428492748302,2700.0,False,60,180
1,SP60_MOI180,3600,1200,900,60.0,180.0,39553.69999999998,37802.99999999998,1750.7000000000007,0.2615816001579039,17,22,0,73,10906,1.4539263248443604,0.0660875602201982,0.2017238217494956,2200.0,False,60,180
2,SP60_MOI180,3600,1200,900,60.0,180.0,35676.499999999985,34924.89999999999,751.5999999999967,0.1111890561366432,15,26,0,49,8474,182.00010633468628,7.000004089795626,0.3068208638187397,2600.0,True,60,180
3,SP60_MOI180,3600,1200,900,60.0,180.0,35336.3,33919.00000000001,1417.2999999999938,0.2360154718950663,15,22,0,71,10886,1.381929636001587,0.0628149834546175,0.2020944332169759,2200.0,False,60,180
4,SP60_MOI180,3600,1200,900,60.0,180.0,39756.099999999955,38703.29999999996,1052.799999999993,0.1536454156463294,16,23,0,71,10905,1.4754085540771484,0.0641481980033542,0.2109124254928931,2300.0,False,60,180
5,SP60_MOI180,3600,1200,900,60.0,180.0,38438.69999999997,36007.399999999965,2431.3000000000065,0.3813893078266526,20,26,0,68,10894,1.6212542057037354,0.0623559309886052,0.2386634844868735,2600.0,False,60,180
6,SP60_MOI180,3600,1200,900,60.0,180.0,40368.899999999965,36918.59999999997,3450.2999999999956,0.5278777551778151,20,26,0,68,10900,1.7457685470581057,0.0671449441176194,0.2385321100917431,2600.0,False,60,180
7,SP60_MOI180,3600,1200,900,60.0,180.0,39616.59999999999,36299.00000000001,3317.599999999984,0.5162393296942432,19,23,0,71,10894,1.4037373065948486,0.0610320568084716,0.2111253901230035,2300.0,False,60,180
8,SP60_MOI180,3600,1200,900,60.0,180.0,38963.29999999998,35458.19999999999,3505.099999999992,0.5583486291644055,17,20,0,73,10879,1.3261187076568604,0.066305935382843,0.1838404265097895,2000.0,False,60,180
9,SP60_MOI180,3600,1200,900,60.0,180.0,39594.19999999996,37171.69999999998,2422.499999999981,0.368106163240631,17,21,0,73,10875,1.1872673034667969,0.0565365382603236,0.193103448275862,2100.0,False,60,180
10,SP60_MOI180,3600,1200,900,60.0,180.0,36797.999999999985,34859.99999999999,1937.9999999999905,0.3140133532560368,18,26,0,68,10889,1.6916711330413818,0.0650642743477454,0.2387730737441454,2600.0,False,60,180
11,SP60_MOI180,3600,1200,900,60.0,180.0,41392.299999999974,38966.89999999998,2425.399999999998,0.351567922721902,17,24,0,70,10908,1.6258187294006348,0.0677424470583597,0.22002200220022,2400.0,False,60,180
12,SP60_MOI180,3600,1200,900,60.0,180.0,45493.09999999996,39405.699999999975,6087.399999999987,0.8725584325154934,18,22,0,72,10899,1.4125301837921145,0.0642059174450961,0.2018533810441325,2200.0,False,60,180
13,SP60_MOI180,3600,1200,900,60.0,180.0,40510.49999999997,38107.59999999999,2402.8999999999805,0.3561605605134952,15,20,0,74,10903,1.32511305809021,0.0662556529045104,0.1834357516279922,2000.0,False,60,180
14,SP60_MOI180,3600,1200,900,60.0,180.0,39099.19999999996,34741.799999999974,4357.399999999985,0.7084298301333669,17,25,0,69,10868,1.699171781539917,0.0679668712615966,0.2300331247699668,2500.0,False,60,180
15,SP60_MOI180,3600,1200,900,60.0,180.0,37851.19999999998,36011.8,1839.399999999982,0.2885048240292881,16,25,0,69,10888,1.5122191905975342,0.0604887676239013,0.2296105804555474,2500.0,False,60,180
16,SP60_MOI180,3600,1200,900,60.0,180.0,38093.20000000001,36232.0,1861.2000000000137,0.2901499251466153,19,27,0,67,10882,1.8270230293273928,0.0676675196047182,0.2481161551185444,2700.0,False,60,180
17,SP60_MOI180,3600,1200,900,60.0,180.0,37298.00000000002,35667.40000000001,1630.6000000000122,0.2582246588706288,17,21,0,73,10888,1.3565030097961426,0.0645953814188639,0.1928728875826598,2100.0,False,60,180
18,SP60_MOI180,3600,1200,900,60.0,180.0,39301.89999999996,36811.099999999984,2490.7999999999756,0.3821921726249461,18,23,0,71,10890,1.5766069889068604,0.0685481299524721,0.2112029384756657,2300.0,False,60,180
19,SP60_MOI180,3600,1200,900,60.0,180.0,39433.79999999995,37814.49999999997,1619.2999999999845,0.2418748317226392,15,19,0,75,10886,1.3844830989837646,0.0728675315254613,0.174536101414661,1900.0,False,60,180
20,SP60_MOI180,3600,1200,900,60.0,180.0,43048.39999999998,40808.599999999984,2239.799999999998,0.3100125469135921,15,21,0,73,10913,1.906203269958496,0.0907715842837379,0.1924310455420141,2100.0,False,60,180
21,SP60_MOI180,3600,1200,900,60.0,180.0,40142.399999999965,38942.299999999974,1200.099999999988,0.1740674488457731,17,25,0,69,10897,1.7502317428588867,0.0700092697143554,0.2294209415435441,2500.0,False,60,180
22,SP60_MOI180,3600,1200,900,60.0,180.0,37161.299999999974,35381.299999999974,1779.9999999999973,0.2841632708257166,16,21,0,73,10863,1.4349315166473389,0.0683300722213018,0.1933167633250483,2100.0,False,60,180
23,SP60_MOI180,3600,1200,900,60.0,180.0,39864.699999999975,34634.19999999998,5230.499999999991,0.8530210975481823,20,21,0,73,10872,1.3096394538879397,0.0623637835184733,0.1931567328918322,2100.0,False,60,180
24,SP60_MOI180,3600,1200,900,60.0,180.0,37163.39999999997,34019.69999999998,3143.699999999988,0.5219541347196777,16,22,0,72,10875,1.2227225303649902,0.0555782968347722,0.2022988505747126,2200.0,False,60,180
0,SP60_MOI300,3600,1200,900,60.0,300.0,41851.899999999965,38231.599999999984,3620.299999999984,0.5348645485024793,17,18,0,76,10894,1.154222011566162,0.064123445087009,0.1652285661832201,1800.0,False,60,300
1,SP60_MOI300,3600,1200,900,60.0,300.0,40689.899999999936,38887.89999999993,1802.0000000000036,0.2617351327875691,13,14,0,80,10928,1.0952460765838623,0.078231862613133,0.1281112737920937,1400.0,False,60,300
2,SP60_MOI300,3600,1200,900,60.0,300.0,42599.20000000001,37905.40000000001,4693.800000000002,0.6994315576944966,17,17,0,76,10908,1.2518622875213623,0.0736389580894919,0.1558489182251558,1700.0,False,60,300
3,SP60_MOI300,3600,1200,900,60.0,300.0,37322.39999999999,35195.899999999994,2126.4999999999945,0.3412675845828563,13,15,0,79,10899,0.9641411304473876,0.0642760753631591,0.137627305257363,1500.0,False,60,300
4,SP60_MOI300,3600,1200,900,60.0,300.0,38002.09999999995,36332.89999999996,1669.199999999987,0.2594956243908003,15,18,0,76,10903,1.2570595741271973,0.0698366430070665,0.165092176465193,1800.0,False,60,300
5,SP60_MOI300,3600,1200,900,60.0,300.0,40639.899999999914,37963.399999999936,2676.4999999999773,0.3982207385748664,12,13,0,81,10915,0.8057818412780762,0.061983218559852,0.119102153000458,1300.0,False,60,300
6,SP60_MOI300,3600,1200,900,60.0,300.0,38571.39999999999,34072.79999999999,4498.599999999997,0.7457465992015543,14,15,0,79,10885,1.0595245361328125,0.0706349690755208,0.1378043178686265,1500.0,False,60,300
7,SP60_MOI300,3600,1200,900,60.0,300.0,39858.09999999997,36482.89999999998,3375.19999999999,0.5225548540142488,17,18,0,76,10892,1.2742328643798828,0.0707907146877712,0.1652589056188028,1800.0,False,60,300
8,SP60_MOI300,3600,1200,900,60.0,300.0,40363.89999999994,35544.79999999997,4819.099999999978,0.765793348916616,13,14,0,80,10906,1.0413291454315186,0.0743806532451084,0.128369704749679,1400.0,False,60,300
9,SP60_MOI300,3600,1200,900,60.0,300.0,41838.59999999991,38064.399999999936,3774.199999999978,0.5600510921283064,15,13,0,81,10895,0.9089150428771972,0.0699165417597844,0.1193207893529142,1300.0,False,60,300
10,SP60_MOI300,3600,1200,900,60.0,300.0,37319.09999999998,33980.79999999999,3338.299999999986,0.554898422276469,16,19,0,75,10892,1.357264518737793,0.0714349746704101,0.1744399559309584,1900.0,False,60,300
11,SP60_MOI300,3600,1200,900,60.0,300.0,41578.69999999997,38762.39999999997,2816.299999999992,0.4103835868587268,14,17,0,77,10922,1.1394636631011963,0.0670272743000703,0.1556491485075993,1700.0,False,60,300
12,SP60_MOI300,3600,1200,900,60.0,300.0,47279.09999999998,39533.999999999985,7745.099999999991,1.1065677227613782,16,16,0,78,10909,1.06923508644104,0.066827192902565,0.1466678888990741,1600.0,False,60,300
13,SP60_MOI300,3600,1200,900,60.0,300.0,43222.20000000002,38699.10000000002,4523.1,0.6601719249455241,16,16,0,78,10902,1.2199382781982422,0.0762461423873901,0.1467620620069712,1600.0,False,60,300
14,SP60_MOI300,3600,1200,900,60.0,300.0,40086.49999999995,34580.699999999975,5505.799999999977,0.8993078366110114,15,16,0,78,10887,1.0991194248199463,0.0686949640512466,0.1469642693120235,1600.0,False,60,300
15,SP60_MOI300,3600,1200,900,60.0,300.0,39588.69999999998,37249.69999999999,2338.9999999999914,0.3546738498697831,13,15,0,79,10877,0.885340690612793,0.0590227127075195,0.1379056725199963,1500.0,False,60,300
16,SP60_MOI300,3600,1200,900,60.0,300.0,38040.899999999965,35652.89999999998,2387.9999999999873,0.3783216438568439,16,16,0,78,10881,1.2153306007385254,0.0759581625461578,0.1470453083356309,1600.0,False,60,300
17,SP60_MOI300,3600,1200,900,60.0,300.0,39651.899999999965,37466.79999999997,2185.099999999996,0.3294173291237355,13,13,0,81,10897,0.8463985919952393,0.0651075839996337,0.1192988896026429,1300.0,False,60,300
