seed,label,RESCHEDULING_HORIZON,CONFLICT_WINDOW,trigger_strategy,event_driven_freq,controller_freq,threshold_confidence,mc_delay_per_train,TED_combined,TED_passenger,TED_freight,delay_ratio,n_platform_switches,n_rescheduled,n_evaluated,n_skipped_no_improvement,total_steps,total_solve_time_s,mean_solve_time_s,trigger_rate_pct,trigger_rate_mc_pct,deadlock
11,MC240,3600,1200,event_driven,900,900,0.6,240,47330.899999999994,42267.29999999999,5063.600000000004,0.676669515360419,34,18,95,0,10919,1.7397758960723877,0.0966542164484659,0.1648502610129132,18.947368421052634,False
12,MC240,3600,1200,event_driven,900,900,0.6,240,46871.79999999997,37639.89999999998,9231.899999999989,1.385365465434753,53,24,95,0,10893,1.368016481399536,0.0570006867249806,0.2203249793445332,25.26315789473684,False
13,MC240,3600,1200,event_driven,900,900,0.6,240,38876.99999999995,35030.29999999995,3846.700000000003,0.6202491638871016,18,13,95,0,10904,0.799400806427002,0.061492369725154,0.1192223037417461,13.684210526315791,False
14,MC240,3600,1200,event_driven,900,900,0.6,240,42520.59999999997,36369.29999999999,6151.299999999984,0.9553306083566474,30,12,94,0,10891,0.7200970649719238,0.0600080887476603,0.1101827196767973,12.76595744680851,False
15,MC240,3600,1200,event_driven,900,900,0.6,240,41402.59999999997,38043.399999999965,3359.200000000007,0.4987446668053568,25,12,94,0,10896,0.634401798248291,0.0528668165206909,0.1101321585903083,12.76595744680851,False
16,MC240,3600,1200,event_driven,900,900,0.6,240,45203.79999999995,37588.59999999995,7615.200000000005,1.144318422940135,22,11,95,0,10896,0.6646602153778076,0.060423655943437,0.1009544787077826,11.578947368421051,False
17,MC240,3600,1200,event_driven,900,900,0.6,240,39507.19999999998,36789.29999999997,2717.900000000015,0.417285866951941,43,13,94,0,10909,0.8643162250518799,0.0664858634655292,0.1191676597304977,13.829787234042554,False
18,MC240,3600,1200,event_driven,900,900,0.6,240,42881.49999999991,38294.49999999994,4586.9999999999745,0.676572066771701,48,18,94,0,10898,1.1440188884735107,0.063556604915195,0.165167920719398,19.148936170212767,False
19,MC240,3600,1200,event_driven,900,900,0.6,240,42338.79999999994,38685.29999999996,3653.499999999975,0.5334391292623458,38,16,94,0,10920,0.9192700386047364,0.057454377412796,0.1465201465201465,17.02127659574468,False
20,MC240,3600,1200,event_driven,900,900,0.6,240,13719.800000000005,11718.9,2000.9000000000003,0.4168095981704768,18,6,40,0,2638,120.3194661140442,20.0532443523407,0.2274450341167551,15.0,True
21,MC240,3600,1200,event_driven,900,900,0.6,240,41937.2999999999,37602.399999999914,4334.899999999985,0.6511562974820632,33,14,95,0,10914,0.8029508590698242,0.0573536327907017,0.1282756093091442,14.736842105263156,False
